case_id,case_kind,expected_type,a,b,provenance
random_05443,random,,-9091,-3357,random_seed_20260220
random_05444,random,,-7439,6884,random_seed_20260220
random_05445,random,,-6097,-5833,random_seed_20260220
random_05446,random,,9057,-2978,random_seed_20260220
random_05447,random,,5642,-822,random_seed_20260220
random_05448,random,,-6764,3091,random_seed_20260220
random_05449,random,,-7516,-664,random_seed_20260220
random_05450,random,,-5638,-9574,random_seed_20260220
random_05451,random,,1941,4492,random_seed_20260220
random_05452,random,,-7326,-5385,random_seed_20260220
random_05453,random,,3198,-4990,random_seed_20260220
random_05454,random,,-8153,-5018,random_seed_20260220
random_05455,random,,3667,7978,random_seed_20260220
random_05456,random,,7195,5263,random_seed_20260220
random_05457,random,,-3415,9051,random_seed_20260220
random_05458,random,,-4346,9210,random_seed_20260220
random_05459,random,,6444,-6436,random_seed_20260220
random_05460,random,,2107,3062,random_seed_20260220
random_05461,random,,5109,3747,random_seed_20260220
random_05462,random,,7078,6825,random_seed_20260220
random_05463,random,,8261,-1427,random_seed_20260220
random_05464,random,,4530,-2179,random_seed_20260220
random_05465,random,,537,-6739,random_seed_20260220
random_05466,random,,-4678,-5945,random_seed_20260220
random_05467,random,,-1722,2174,random_seed_20260220
random_05468,random,,8327,-2691,random_seed_20260220
random_05469,random,,-6596,-8944,random_seed_20260220
random_05470,random,,-5909,2423,random_seed_20260220
random_05471,random,,-7377,4029,random_seed_20260220
random_05472,random,,-6714,-2793,random_seed_20260220
random_05473,random,,-6041,9817,random_seed_20260220
random_05474,random,,-3523,-574,random_seed_20260220
random_05475,random,,6562,-8426,random_seed_20260220
random_05476,random,,3802,6677,random_seed_20260220
random_05477,random,,6551,9293,random_seed_20260220
random_05478,random,,-1808,4943,random_seed_20260220
random_05479,random,,5908,-5396,random_seed_20260220
random_05480,random,,-3360,8744,random_seed_20260220
random_05481,random,,-8472,-4028,random_seed_20260220
random_05482,random,,1942,-1598,random_seed_20260220
random_05483,random,,6447,-860,random_seed_20260220
random_05484,random,,-7791,3921,random_seed_20260220
random_05485,random,,-7086,7428,random_seed_20260220
random_05486,random,,5656,-9428,random_seed_20260220
random_05487,random,,-6218,9851,random_seed_20260220
random_05488,random,,-2401,-4407,random_seed_20260220
random_05489,random,,1516,-4154,random_seed_20260220
random_05490,random,,-2178,-3192,random_seed_20260220
random_05491,random,,5550,-7067,random_seed_20260220
random_05492,random,,8464,-9951,random_seed_20260220
random_05493,random,,2772,-6623,random_seed_20260220
random_05494,random,,6830,8114,random_seed_20260220
random_05495,random,,5161,-2284,random_seed_20260220
random_05496,random,,6030,476,random_seed_20260220
random_05497,random,,6091,-4637,random_seed_20260220
random_05498,random,,-1894,-9958,random_seed_20260220
random_05499,random,,-9469,-6249,random_seed_20260220
random_05500,random,,-4783,8076,random_seed_20260220
random_05501,random,,4365,-1558,random_seed_20260220
random_05502,random,,-5215,5892,random_seed_20260220
random_05503,random,,9281,580,random_seed_20260220
random_05504,random,,-5698,-100,random_seed_20260220
random_05505,random,,-9238,-8487,random_seed_20260220
random_05506,random,,-4414,7988,random_seed_20260220
random_05507,random,,-5830,6485,random_seed_20260220
random_05508,random,,4393,750,random_seed_20260220
random_05509,random,,5528,-8708,random_seed_20260220
random_05510,random,,-5240,-3889,random_seed_20260220
random_05511,random,,9832,-2410,random_seed_20260220
random_05512,random,,3495,-4213,random_seed_20260220
random_05513,random,,-9464,7933,random_seed_20260220
random_05514,random,,-9596,2765,random_seed_20260220
random_05515,random,,5457,3636,random_seed_20260220
random_05516,random,,-2928,6961,random_seed_20260220
random_05517,random,,-4327,-796,random_seed_20260220
random_05518,random,,9498,-4602,random_seed_20260220
random_05519,random,,1443,7517,random_seed_20260220
random_05520,random,,-9953,-4165,random_seed_20260220
random_05521,random,,-3203,49,random_seed_20260220
random_05522,random,,-7664,510,random_seed_20260220
random_05523,random,,2462,-2828,random_seed_20260220
random_05524,random,,-8132,1837,random_seed_20260220
random_05525,random,,-6697,7712,random_seed_20260220
random_05526,random,,-2421,-4908,random_seed_20260220
random_05527,random,,7040,-8118,random_seed_20260220
random_05528,random,,6022,3017,random_seed_20260220
random_05529,random,,-2740,5149,random_seed_20260220
random_05530,random,,7812,-1600,random_seed_20260220
random_05531,random,,3183,7088,random_seed_20260220
random_05532,random,,-4102,-3625,random_seed_20260220
random_05533,random,,-4650,-5773,random_seed_20260220
random_05534,random,,-5227,-8718,random_seed_20260220
random_05535,random,,-6046,848,random_seed_20260220
random_05536,random,,-6652,401,random_seed_20260220
random_05537,random,,-3456,-2261,random_seed_20260220
random_05538,random,,-3884,1815,random_seed_20260220
random_05539,random,,9824,-1419,random_seed_20260220
random_05540,random,,1899,-2638,random_seed_20260220
random_05541,random,,1651,4337,random_seed_20260220
random_05542,random,,-7955,196,random_seed_20260220
random_05543,random,,5778,-6744,random_seed_20260220
random_05544,random,,-1218,-9686,random_seed_20260220
random_05545,random,,1080,8788,random_seed_20260220
random_05546,random,,8108,-7252,random_seed_20260220
random_05547,random,,5841,830,random_seed_20260220
random_05548,random,,1842,911,random_seed_20260220
random_05549,random,,-1279,-3218,random_seed_20260220
random_05550,random,,3605,8529,random_seed_20260220
random_05551,random,,2267,2572,random_seed_20260220
random_05552,random,,-9405,7271,random_seed_20260220
random_05553,random,,8722,-5189,random_seed_20260220
random_05554,random,,-3492,-2503,random_seed_20260220
random_05555,random,,8705,861,random_seed_20260220
random_05556,random,,1023,4925,random_seed_20260220
random_05557,random,,-6434,4425,random_seed_20260220
random_05558,random,,1758,6596,random_seed_20260220
random_05559,random,,7153,-8778,random_seed_20260220
random_05560,random,,3139,4728,random_seed_20260220
random_05561,random,,2346,-9507,random_seed_20260220
random_05562,random,,-4870,7356,random_seed_20260220
random_05563,random,,-9308,-3744,random_seed_20260220
random_05564,random,,-1081,6831,random_seed_20260220
random_05565,random,,8755,-3509,random_seed_20260220
random_05566,random,,8628,6234,random_seed_20260220
random_05567,random,,-5316,-1064,random_seed_20260220
random_05568,random,,-8456,1689,random_seed_20260220
random_05569,random,,-5547,494,random_seed_20260220
random_05570,random,,-9093,-5156,random_seed_20260220
random_05571,random,,3927,-4637,random_seed_20260220
random_05572,random,,-6899,-8304,random_seed_20260220
random_05573,random,,8113,-591,random_seed_20260220
random_05574,random,,-6095,1997,random_seed_20260220
random_05575,random,,6909,7289,random_seed_20260220
random_05576,random,,-5098,-1850,random_seed_20260220
random_05577,random,,-8841,6787,random_seed_20260220
random_05578,random,,2397,-1284,random_seed_20260220
random_05579,random,,-927,2282,random_seed_20260220
random_05580,random,,-4782,6771,random_seed_20260220
random_05581,random,,8073,-1260,random_seed_20260220
random_05582,random,,6603,7771,random_seed_20260220
random_05583,random,,6415,8474,random_seed_20260220
random_05584,random,,-7232,-6234,random_seed_20260220
random_05585,random,,5364,-6817,random_seed_20260220
random_05586,random,,-9099,-9488,random_seed_20260220
random_05587,random,,-3507,1408,random_seed_20260220
random_05588,random,,-6280,-2970,random_seed_20260220
random_05589,random,,1164,-256,random_seed_20260220
random_05590,random,,-312,5195,random_seed_20260220
random_05591,random,,6556,2171,random_seed_20260220
random_05592,random,,4150,-2672,random_seed_20260220
random_05593,random,,-119,9026,random_seed_20260220
random_05594,random,,-8440,-9075,random_seed_20260220
random_05595,random,,7496,585,random_seed_20260220
random_05596,random,,-1653,-8300,random_seed_20260220
random_05597,random,,-966,-8411,random_seed_20260220
random_05598,random,,884,2011,random_seed_20260220
random_05599,random,,9216,5883,random_seed_20260220
random_05600,random,,-6644,-6303,random_seed_20260220
random_05601,random,,2522,1320,random_seed_20260220
random_05602,random,,769,3584,random_seed_20260220
random_05603,random,,-3424,-6513,random_seed_20260220
random_05604,random,,-9975,-307,random_seed_20260220
random_05605,random,,-8132,-4546,random_seed_20260220
random_05606,random,,-4280,5544,random_seed_20260220
random_05607,random,,4287,-9499,random_seed_20260220
random_05608,random,,-2652,-8295,random_seed_20260220
random_05609,random,,-327,-267,random_seed_20260220
random_05610,random,,-6863,-9848,random_seed_20260220
random_05611,random,,5731,2036,random_seed_20260220
random_05612,random,,-2971,-4439,random_seed_20260220
random_05613,random,,-4800,-9512,random_seed_20260220
random_05614,random,,-8342,3976,random_seed_20260220
random_05615,random,,5816,-7495,random_seed_20260220
random_05616,random,,-9220,-3017,random_seed_20260220
random_05617,random,,-8670,-6644,random_seed_20260220
random_05618,random,,-7319,-4427,random_seed_20260220
random_05619,random,,6982,-7410,random_seed_20260220
random_05620,random,,-5976,-8866,random_seed_20260220
random_05621,random,,5708,2363,random_seed_20260220
random_05622,random,,4695,-321,random_seed_20260220
random_05623,random,,9576,4624,random_seed_20260220
random_05624,random,,-5452,9902,random_seed_20260220
random_05625,random,,-9414,-5971,random_seed_20260220
random_05626,random,,3021,2387,random_seed_20260220
random_05627,random,,6339,615,random_seed_20260220
random_05628,random,,6988,-6562,random_seed_20260220
random_05629,random,,1893,5982,random_seed_20260220
random_05630,random,,4497,4744,random_seed_20260220
random_05631,random,,9373,-8,random_seed_20260220
random_05632,random,,5887,4240,random_seed_20260220
random_05633,random,,6589,-4431,random_seed_20260220
random_05634,random,,254,5475,random_seed_20260220
random_05635,random,,3251,9926,random_seed_20260220
random_05636,random,,-4726,-8363,random_seed_20260220
random_05637,random,,6770,-4116,random_seed_20260220
random_05638,random,,3090,-7212,random_seed_20260220
random_05639,random,,7742,5033,random_seed_20260220
random_05640,random,,-5040,2494,random_seed_20260220
random_05641,random,,209,-809,random_seed_20260220
random_05642,random,,-5357,-7345,random_seed_20260220
random_05643,random,,2269,8113,random_seed_20260220
random_05644,random,,-2895,-6183,random_seed_20260220
random_05645,random,,-7436,-5158,random_seed_20260220
random_05646,random,,8605,1595,random_seed_20260220
random_05647,random,,4836,-1745,random_seed_20260220
random_05648,random,,-3501,8808,random_seed_20260220
random_05649,random,,-9163,-5016,random_seed_20260220
random_05650,random,,9737,8444,random_seed_20260220
random_05651,random,,-2011,-8737,random_seed_20260220
random_05652,random,,-5152,-2327,random_seed_20260220
random_05653,random,,-849,-7003,random_seed_20260220
random_05654,random,,6819,1985,random_seed_20260220
random_05655,random,,-9908,5482,random_seed_20260220
random_05656,random,,-9486,-5785,random_seed_20260220
random_05657,random,,1798,-5939,random_seed_20260220
random_05658,random,,-3019,6558,random_seed_20260220
random_05659,random,,-5592,9386,random_seed_20260220
random_05660,random,,-6958,-8168,random_seed_20260220
random_05661,random,,-3466,3266,random_seed_20260220
random_05662,random,,7522,-7172,random_seed_20260220
random_05663,random,,-8553,-4473,random_seed_20260220
random_05664,random,,844,1729,random_seed_20260220
random_05665,random,,6365,7436,random_seed_20260220
random_05666,random,,8793,4378,random_seed_20260220
random_05667,random,,6044,1408,random_seed_20260220
random_05668,random,,-5651,3817,random_seed_20260220
random_05669,random,,-576,-1245,random_seed_20260220
random_05670,random,,-8420,408,random_seed_20260220
random_05671,random,,-6551,-4128,random_seed_20260220
random_05672,random,,-1707,-8534,random_seed_20260220
random_05673,random,,-229,-4175,random_seed_20260220
random_05674,random,,-3027,4233,random_seed_20260220
random_05675,random,,9518,-6561,random_seed_20260220
random_05676,random,,-8190,-1560,random_seed_20260220
random_05677,random,,-394,4048,random_seed_20260220
random_05678,random,,-7371,-181,random_seed_20260220
random_05679,random,,1665,9500,random_seed_20260220
random_05680,random,,-6753,4931,random_seed_20260220
random_05681,random,,4263,3754,random_seed_20260220
random_05682,random,,5356,-288,random_seed_20260220
random_05683,random,,8739,-2642,random_seed_20260220
random_05684,random,,-6398,-5148,random_seed_20260220
random_05685,random,,798,1421,random_seed_20260220
random_05686,random,,-7767,-5957,random_seed_20260220
random_05687,random,,8891,-902,random_seed_20260220
random_05688,random,,5876,1266,random_seed_20260220
random_05689,random,,-9231,6407,random_seed_20260220
random_05690,random,,-2254,4019,random_seed_20260220
random_05691,random,,4404,7094,random_seed_20260220
random_05692,random,,6028,7402,random_seed_20260220
random_05693,random,,504,-3241,random_seed_20260220
random_05694,random,,8938,4148,random_seed_20260220
random_05695,random,,-4169,-1820,random_seed_20260220
random_05696,random,,-4473,-5132,random_seed_20260220
random_05697,random,,-7093,643,random_seed_20260220
random_05698,random,,-7433,4442,random_seed_20260220
random_05699,random,,719,-6706,random_seed_20260220
random_05700,random,,1278,-6502,random_seed_20260220
random_05701,random,,-319,-9075,random_seed_20260220
random_05702,random,,-1048,8804,random_seed_20260220
random_05703,random,,-533,7171,random_seed_20260220
random_05704,random,,2619,-3670,random_seed_20260220
random_05705,random,,-2431,1190,random_seed_20260220
random_05706,random,,2184,-6200,random_seed_20260220
random_05707,random,,1805,-521,random_seed_20260220
random_05708,random,,-7373,4696,random_seed_20260220
random_05709,random,,6405,-7585,random_seed_20260220
